55059,56083,56128,56143,56130,56083,56057,56011,55974,55940,55856,55817,55774,55733,55664,55618,55059
55587,55552,55513,55451,55418,55387,55356,55304,55270,55251,55226,55200,55159,55133,55109,55091,56083
55055,55032,55017,55005,54991,54958,54938,54926,54917,54888,54875,54865,54855,54842,54821,54814,56128
54807,54796,54782,54772,54767,54765,54749,54737,54736,54724,54719,54706,54703,54697,54690,54686,56143
54677,54674,54665,54663,54653,54649,54650,54647,54644,54639,54636,54632,54628,54629,54622,54614,56130
54621,54620,54607,54603,54603,54600,54595,54597,54594,54589,54584,54587,54583,54581,54579,54576,56083
54578,54575,54577,54577,54568,54570,54576,54564,54569,54568,54563,54560,54567,54557,54558,54556,56057
54559,54555,54549,54549,54551,54554,54548,54551,54552,54546,54548,54543,54550,54544,54546,54548,56011
54546,54542,54538,54541,54546,54544,54546,54546,54540,54549,54554,54545,54546,54546,54547,54541,55974
54543,54544,54544,54546,54542,54540,54532,54538,54539,54535,54528,54541,54537,54533,54537,54530,55940
54534,54531,54532,54532,54532,54528,54521,54534,54536,54534,54533,54527,54525,54524,54533,54526,55856
54528,54527,54523,54530,54529,54531,54527,54531,54528,54532,54527,54526,54525,54531,54528,54523,55817
54530,54521,54522,54523,54526,54525,54524,54518,54526,54525,54527,54531,12287,12290,12288,12289,55774
12289,12290,12289,12287,12286,12288,12288,12288,12289,12288,12286,12288,12288,12287,12290,12288,55733
12286,12286,12285,12288,12280,12286,12287,12286,12288,12288,12286,12290,12288,12291,12291,12293,55664
12290,12287,12289,12288,12289,12287,12288,12290,12287,12286,12288,12287,12288,12288,12285,12284,55618
12285,12288,12283,12285,12289,12284,12289,12286,12289,12288,12285,12285,12289,12287,12288,12286,55587
12289,12290,12289,12286,12293,12287,12288,12287,12284,12288,12288,12285,12284,12285,12284,12287,55552
12287,12287,12283,12285,12285,12289,12284,12285,12289,12287,12290,12289,12288,12284,12281,12287,55513
12287,12286,12287,12282,12283,12288,12284,12288,12287,12283,12284,12284,12283,12285,12289,12287,55451
12285,12288,12284,12285,12292,12286,12287,12290,12288,12290,12287,12288,12285,12290,12286,12286,55418
12286,12288,12289,12286,12291,12287,12287,12286,12283,12287,12287,12288,12286,12284,12285,12283,55387
12286,12287,12289,12284,12290,12289,12288,12286,12288,12287,12287,17544,22500,26411,29821,32773,55356
